index,author,tweet,label,polarity,nouns
25,@recoveringjust1,Marijuana only rarely causes psychosis but stronger strains like 'skunk' could be more dangerous to health,Positive,0.05000000000000002,['marijuana', 'causes psychosis']
26,@Kierann_Gi,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
27,@nadeemlutfullah,420 will be remembered as a day of deceit.,Neutral,0.0,[]
28,@jet_smoke_,Happy 420 Kush it up day 😜 🌲,Positive,0.8,['kush', 'day 😜 🌲']
29,@FLeXxFPS,Today is the only day you can this. Happy 420,Positive,0.4,['happy']
30,@phenec_lux,Woke up to realize I slept through 420... lol oh well baking day follows 420 right? Trent…,Positive,0.5428571428571429,['woke', '... lol oh', 'trent…']
31,@DonnaBosco1,Since April 20 is now a day to celebrate potheads perhaps we should rename it "Barack Obama Day" Happy 420!,Positive,1.0,['april', 'barack obama', 'happy']
32,@kerrykelly514,Police department's hilarious 'trap' to catch 4/20 Weed Day participants wins the internet!,Positive,0.4375,["police department 's hilarious 'trap", 'weed', 'day participants']
33,@lovelydrowning,Happy 420 day. A reminder of the past,Positive,0.275,[]
34,@Yuridia_Loves,Lol! Fucking funny day! 420 boossss dont trip!,Positive,0.6953125,['lol', 'fucking', 'funny day', 'boossss dont trip']
35,@WeedStonerSPot,Morning After 420 • A Day for the "BIGGEST WAKEYBAKEY" of the Year! Start YOUR DAY Lifted and Glowing with Smiles!…,Neutral,0.0,['morning', 'biggest wakeybakey', 'start your day lifted', 'glowing', 'smiles']
36,@danielsoffy_,Today is the only day you can this. Happy 420,Positive,0.4,['happy']
37,@ThatTomAcox,Happy 420 Day cannabis helped me survive cancer  continues to do so today I think it's pretty great 👍 this is the face of weed…,Positive,0.6166666666666667,['day cannabis', 'pretty great 👍']
38,@ASVPMagid,Today: 420. Tomorrow: Surprise Drug Test At Work Day.,Neutral,0.0,['tomorrow', 'surprise drug test', 'work day']
39,@marffs1,Happy 420 Kush it up day 😜 🌲,Positive,0.8,['kush', 'day 😜 🌲']
40,@yourhomieang,HAPPY 420 BOUGHT SHOES FROM A DRUG DEALER DONT KNOW WHAT HE LACED THEM WITH BUT IVE BEEN TRIPPING ALL DAY,Positive,0.8,['happy', 'bought shoes from', 'drug dealer dont know what he laced them with but ive been tripping all day']
41,@cynthia_geerdes,It's it a coincidence that and are on the same day?,Neutral,0.0,[]
42,@dwillo67,Happy day after,Positive,0.8,[]
43,@AndreiArmeanu,At 4:20 on 4/20 hundreds of Israelis began smoking pot to mark "Weed Day" and recent marijuana decriminalization,Neutral,0.0,['israelis', 'weed', 'recent marijuana decriminalization']
44,@uknewse,4/20: The Real Reason Cannabis Culture Is Celebrated On This Day,Positive,0.275,['real reason cannabis culture', 'celebrated']
45,@giselle_leto,4204+2+0=6how many letters in day= 33 x 6 = 666Christ has warned usless smoke buddy more bible study less loud more cl…,Positive,0.2866666666666667,['= 666christ', 'usless smoke', 'bible study']
46,@DValley_1,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
47,@iam_lemz,Today is the only day you can this. Happy 420,Positive,0.4,['happy']
48,@Kamran_18,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
49,@MillChandler98,What happens day after 420 your boyfriend nicks your fags for work and also chucks half gram of weed in bin thanks ☺️,Positive,0.016666666666666677,['boyfriend nicks', 'bin thanks ☺️']
50,@k07_Dunhill,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
51,@JodieroseNicke6,For Rihanna Every Day Is 4/20 via,Neutral,0.0,['rihanna']
52,@Report24CA,Turnout waned at Saskatoon’s 4/20 ‘Weed Day’ celebrations,Neutral,0.0,['turnout', 'saskatoon’s', 'day’']
53,@BakozimShady,Today is the only day you can this. Happy 420,Positive,0.4,['happy']
54,@standardnewske1,Nice Githinji shocks many as she celebrates ‘420’ on the day her late brother was being laid to rest,Positive,0.26666666666666666,['nice githinji', 'late brother']
55,@JenJenGiggles,Today is the only day you can this. Happy 420,Positive,0.4,['happy']
56,@ambmarhloul,Happy 420 day!,Positive,1.0,[]
57,@madisonalaspa,420 is annoying. Y'all smoke weed every other day. What's the difference?,Negative,-0.4625,["y'all"]
58,@KennethFOLeary,Since April 20 is now a day to celebrate potheads perhaps we should rename it "Barack Obama Day" Happy 420!,Positive,1.0,['april', 'barack obama', 'happy']
59,@AlifahDaniali,Yesterday was a 420 day 🍁,Neutral,0.0,['yesterday', 'day 🍁']
60,@ronloloju,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
61,@Muhamma55253261,420 will be remembered as a day of deceit.,Neutral,0.0,[]
62,@Foreveraleex3,But I've noticed I always smoke more regularly then I usually do on 420. That day is always so hype,Positive,0.08333333333333333,[]
63,@1styears,Happy 420 day. A reminder of the past,Positive,0.275,[]
64,@_nikkou,Happy 420 day. A reminder of the past,Positive,0.275,[]
65,@KBthaflyer_,Lowkey blown 420 over its such a peaceful loving day of unification,Positive,0.2833333333333333,['lowkey']
66,@kooldroidapps,1. NFL Schedule 2. Cleveland Cavaliers (↑) 3. Cuba Gooding Sr 4. 420 Day (↑) 5. The Promise (↑),Neutral,0.0,['nfl schedule', 'cleveland cavaliers', 'cuba gooding sr', 'promise']
67,@ebayian,1. NFL Schedule 2. Cleveland Cavaliers (↑) 3. Cuba Gooding Sr 4. 420 Day (↑) 5. The Promise (↑),Neutral,0.0,['nfl schedule', 'cleveland cavaliers', 'cuba gooding sr', 'promise']
68,@GhaflaKenya,Nice Githinji shocks many as she celebrates ‘420’ on the day her late brother was being laid to rest…,Positive,0.26666666666666666,['nice githinji', 'late brother']
69,@koaIava,Happy 420 day. A reminder of the past,Positive,0.275,[]
70,@myeggs215,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
71,@Quellll19,friend: HEY ITS HAPPY 420 Dayme:,Positive,0.8,['hey its happy', 'dayme']
72,@boomhello45,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
73,@yasinlovesoulja,..thinkin for me every day is 420 :)..,Positive,0.5,[]
74,@mullsdimaria,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
75,@boemorapsody,Happy 420 Day cannabis helped me survive cancer  continues to do so today I think it's pretty great 👍 this is the face of weed…,Positive,0.6166666666666667,['day cannabis', 'pretty great 👍']
76,@iNaZeeK2b,4/20 is the most eventful day of the year.,Positive,0.5,['eventful day']
77,@BOB_VERSACE,NFL Schedule Cleveland Cavaliers Cuba Gooding Sr 420 Day ...,Neutral,0.0,['nfl schedule cleveland cavaliers cuba gooding sr', 'day ...']
78,@RealTrillGang,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
79,@yourIostgirl,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
80,@wowtweetzz,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
81,@writtenbysky,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
82,@yqrvx,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
83,@Unlithoe,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
84,@worlldstarr,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
85,@relatablevibex,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
86,@smokinearth,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
87,@RJDinero123,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
88,@Rini_breezy,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
89,@spiItfiji,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
90,@rocwel__,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
91,@Savagery_INC,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
92,@relaxbae,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
93,@Thefunnyten,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
94,@RapShoutoutss,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
95,@Xxxharveykietel,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
96,@yeezymikee,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
97,@YounGDoppe,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
98,@tweetforevers,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
99,@TCRLUXURY,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
100,@TBVHWHY_,happy 420 everyone! starting my day off with a vegan brunch(:,Positive,0.5,['vegan brunch']
